# Time: nan
# x, y, density, x-velocity, y-velocity, pressure, Bx, By
-0.000000000000, -0.000000000000, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.010101010101, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.020202020202, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.030303030303, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.040404040404, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.050505050505, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.060606060606, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.070707070707, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.080808080808, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.090909090909, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.101010101010, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.111111111111, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.121212121212, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.131313131313, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.141414141414, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.151515151515, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.161616161616, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.171717171717, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.181818181818, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.191919191919, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.202020202020, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.212121212121, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.222222222222, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.232323232323, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.242424242424, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.252525252525, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.262626262626, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.272727272727, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.282828282828, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.292929292929, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.303030303030, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.313131313131, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.323232323232, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.333333333333, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.343434343434, nan, nan, nan, nan, nan, nan
-0.000000000000, 0.353535353535, nan, nan, nan, nan, nan, nan
