EXCITATION
Xe -> Xe*(9.447eV)
 9.447000e+0
SPECIES: e / Xe
PROCESS: E + Xe -> E + Xe*(9.447eV), Excitation
PARAM.:  E = 9.447 eV, complete set
UPDATED: 2010-11-15 06:25:26
COLUMNS: Energy (eV) | Cross section (m2)
-----------------------------
 9.447000e+0	0.000000e+0
 9.447100e+0	1.166570e-24
 9.482140e+0	8.192700e-23
 9.518520e+0	1.265190e-22
 9.556170e+0	1.578770e-22
 9.595150e+0	1.570970e-22
 9.635500e+0	1.520300e-22
 9.677270e+0	1.641800e-22
 9.720500e+0	2.145450e-22
 9.765260e+0	3.005120e-22
 9.811580e+0	4.001150e-22
 9.859540e+0	5.247970e-22
 9.909180e+0	6.533100e-22
 9.960560e+0	7.838250e-22
 1.001375e+1	9.153510e-22
 1.006881e+1	1.040890e-21
 1.012580e+1	1.170830e-21
 1.018480e+1	1.305350e-21
 1.024587e+1	1.438620e-21
 1.030909e+1	1.574540e-21
 1.037452e+1	1.715230e-21
 1.044226e+1	1.848180e-21
 1.051238e+1	1.977900e-21
 1.058496e+1	2.112180e-21
 1.066009e+1	2.234650e-21
 1.073787e+1	2.357140e-21
 1.081837e+1	2.483940e-21
 1.090171e+1	2.615190e-21
 1.098797e+1	2.751060e-21
 1.107727e+1	2.858860e-21
 1.116970e+1	2.965160e-21
 1.126538e+1	3.075190e-21
 1.136443e+1	3.189090e-21
 1.146695e+1	3.306990e-21
 1.157308e+1	3.429040e-21
 1.168294e+1	3.555380e-21
 1.179665e+1	3.686150e-21
 1.191437e+1	3.821520e-21
 1.203622e+1	3.944990e-21
 1.216235e+1	4.032020e-21
 1.229292e+1	4.122110e-21
 1.242807e+1	4.215370e-21
 1.256797e+1	4.311900e-21
 1.271279e+1	4.411830e-21
 1.286270e+1	4.515270e-21
 1.301788e+1	4.617690e-21
 1.317851e+1	4.686760e-21
 1.334479e+1	4.758260e-21
 1.351691e+1	4.832270e-21
 1.369507e+1	4.908880e-21
 1.387950e+1	4.988190e-21
 1.407041e+1	5.058310e-21
 1.426803e+1	5.109690e-21
 1.447260e+1	5.162870e-21
 1.468435e+1	5.217930e-21
 1.490354e+1	5.274920e-21
 1.513044e+1	5.318260e-21
 1.536531e+1	5.351140e-21
 1.560843e+1	5.385180e-21
 1.586010e+1	5.420410e-21
 1.612061e+1	5.447840e-21
 1.639028e+1	5.465370e-21
 1.666943e+1	5.483510e-21
 1.695838e+1	5.502290e-21
 1.725749e+1	5.521740e-21
 1.756711e+1	5.541860e-21
 1.788761e+1	5.562690e-21
 1.821937e+1	5.567810e-21
 1.856279e+1	5.564370e-21
 1.891829e+1	5.560820e-21
 1.928627e+1	5.557140e-21
 1.966718e+1	5.553330e-21
 2.006149e+1	5.547540e-21
 2.046964e+1	5.531210e-21
 2.089215e+1	5.514310e-21
 2.132950e+1	5.496820e-21
 2.178221e+1	5.478710e-21
 2.225084e+1	5.458710e-21
 2.273594e+1	5.436880e-21
 2.323808e+1	5.414290e-21
 2.375787e+1	5.390900e-21
 2.429593e+1	5.362240e-21
 2.485290e+1	5.328830e-21
 2.542944e+1	5.294230e-21
 2.602624e+1	5.258560e-21
 2.664401e+1	5.224580e-21
 2.728349e+1	5.189410e-21
 2.794545e+1	5.153000e-21
 2.863066e+1	5.112160e-21
 2.933996e+1	5.069600e-21
 3.007418e+1	5.025850e-21
 3.083421e+1	4.983280e-21
 3.162095e+1	4.939230e-21
 3.243533e+1	4.893620e-21
 3.327833e+1	4.846410e-21
 3.415096e+1	4.797550e-21
 3.505425e+1	4.747290e-21
 3.598929e+1	4.700540e-21
 3.695718e+1	4.652140e-21
 3.795909e+1	4.602050e-21
 3.899621e+1	4.550190e-21
 4.006978e+1	4.497070e-21
 4.118107e+1	4.450390e-21
 4.233142e+1	4.402080e-21
 4.352219e+1	4.352070e-21
 4.475481e+1	4.300300e-21
 4.603074e+1	4.246710e-21
 4.735151e+1	4.191240e-21
 4.871870e+1	4.133810e-21
 5.013394e+1	4.075450e-21
 5.159891e+1	4.025640e-21
 5.311536e+1	3.974080e-21
 5.468510e+1	3.920710e-21
 5.631001e+1	3.865460e-21
 5.799202e+1	3.808270e-21
 5.973314e+1	3.749070e-21
 6.153544e+1	3.697010e-21
 6.340109e+1	3.644770e-21
 6.533229e+1	3.590700e-21
 6.733137e+1	3.534720e-21
 6.940069e+1	3.476780e-21
 7.154273e+1	3.424520e-21
 7.376005e+1	3.373520e-21
 7.605530e+1	3.320730e-21
 7.843120e+1	3.266080e-21
 8.089060e+1	3.211300e-21
 8.343642e+1	3.157840e-21
 8.607171e+1	3.102490e-21
 8.879961e+1	3.045210e-21
 9.162338e+1	2.990780e-21
 9.454637e+1	2.938170e-21
 9.757209e+1	2.883700e-21
 1.007041e+2	2.829790e-21
 1.039463e+2	2.782780e-21
